Text content,Title,poem_id,Text_cleaned,Title_cleaned
وْ نحـن يـوم اجْـتـمـعـنـا كـل وَفْـدٍ مـن وَرَاه وْفــود,إيمـــان الشـــعوب,23,و نحن يوم اجتمعنا كل وفد من وراه وفود,ايمان الشعوب
دبـي .. أمْـسَت مـقَـر الإتحــاد بْلَـحـظَـة اعـلانـه,إيمـــان الشـــعوب,23,دبي امست مقر الاتحاد بلحظة اعلانه,ايمان الشعوب
وْ تَحَـت رَايَة ( خـلـيـفة ) رَيِّس الـدوله نِـهـِـب جْـنود,إيمـــان الشـــعوب,23,و تحت راية خليفة ريس الدوله نهب جنود,ايمان الشعوب
على شَـان الـمـعــادي عَ الـمَـنــايـا نَـعـقِـد قْـــرانـه,إيمـــان الشـــعوب,23,على شان المعادي ع المنايا نعقد قرانه,ايمان الشعوب
لا ثَـار غْـبَـار مـيــدان الـوَغـا دون الـبـــلاد نْــذود,إيمـــان الشـــعوب,23,لا ثار غبار ميدان الوغا دون البلاد نذود,ايمان الشعوب
نوَقِّـف فـي الثَّرَى أُسْـد الشَّرى وْفـي الجَو عقـبانـه,إيمـــان الشـــعوب,23,نوقف في الثرى اسد الشرى وفي الجو عقبانه,ايمان الشعوب
نوَقِّـف دونـها والروح ترخَـص والـعَـدو مَـضْـهـود,إيمـــان الشـــعوب,23,نوقف دونها والروح ترخص والعدو مضهود,ايمان الشعوب
وذا عَـهْـدٍ عـلـيـنا، والـعَـهَــد لا عـاش مـن خـــانـه,إيمـــان الشـــعوب,23,وذا عهد علينا والعهد لا عاش من خانه,ايمان الشعوب
أبو سـلـطــان .. عِزِّ الـدولـــه اللي عِـزَّهـا مَـشْـهـود,إيمـــان الشـــعوب,23,ابو سلطان عز الدوله اللي عزها مشهود,ايمان الشعوب
عـزيز الــرَّاس، والـرَّاس الـعـزيز تْـعـزّه امـتــانـه,إيمـــان الشـــعوب,23,عزيز الراس والراس العزيز تعزه امتانه,ايمان الشعوب
خليـفــة .. عِـدَّنا اللي تَوْرد وْتَصْدر عليه عْـدود,إيمـــان الشـــعوب,23,خليفة عدنا اللي تورد وتصدر عليه عدود,ايمان الشعوب
إذا السُّـحـــب ادبَـرَت عَنَّــا، يـوَرِّدنـا مِـن امْــزانـه,إيمـــان الشـــعوب,23,اذا السحب ادبرت عنا يوردنا من امزانه,ايمان الشعوب
أبو سـلـطـان قايـدنـا .. وَلا نـرضى عَـدَاه يْـقـود,إيمـــان الشـــعوب,23,ابو سلطان قايدنا ولا نرضى عداه يقود,ايمان الشعوب
سـمـوَّ الـقـايـد الأعـلى .. سـما للـمـجـد سـلـطـــانه,إيمـــان الشـــعوب,23,سمو القايد الاعلى سما للمجد سلطانه,ايمان الشعوب
سـمـو القـايـد الأعـلى على اكْـرَام الـرجـال يْسـود,إيمـــان الشـــعوب,23,سمو القايد الاعلى على اكرام الرجال يسود,ايمان الشعوب
نـوَقِّـف لَـجْـلَـه الـدنــيـا .. وْ نـقَـعِّــدها عَـلى شــانـه,إيمـــان الشـــعوب,23,نوقف لجله الدنيا و نقعدها على شانه,ايمان الشعوب
إذا يَامـر غـزيـنـا لـه .. واذا يَـامـر علـيـنـا نْـعـــود,إيمـــان الشـــعوب,23,اذا يامر غزينا له واذا يامر علينا نعود,ايمان الشعوب
على أمْـرَه يـنَـقِّــلـنـا مـن يْـسَــــاره إلـى ايـمــــانـه,إيمـــان الشـــعوب,23,على امره ينقلنا من يساره الى ايمانه,ايمان الشعوب
ونايـب ريِّـس الـدولـــه (مـحـمـد) قَـدَّها و قْـدود,إيمـــان الشـــعوب,23,ونايب ريس الدوله محمد قدها و قدود,ايمان الشعوب
بنى مَـجـلــس وزارات الـبَــلـد واخـتـار شـجْـعَــانـه,إيمـــان الشـــعوب,23,بنى مجلس وزارات البلد واختار شجعانه,ايمان الشعوب
هو اللي زَوَّج الـصَّـحرا على الـبَحـر بْـثَـلاث عـقود,إيمـــان الشـــعوب,23,هو اللي زوج الصحرا على البحر بثلاث عقود,ايمان الشعوب
كـتب عَـ الـمـا يالـيـن الـمَا عَرَف فَـضْـلـه وعرفـانـه,إيمـــان الشـــعوب,23,كتب ع الما يالين الما عرف فضله وعرفانه,ايمان الشعوب
صنَع فـي البحر مـعـجزْته وخَلاَّ البَحر يَنبت عود,إيمـــان الشـــعوب,23,صنع في البحر معجزته وخلا البحر ينبت عود,ايمان الشعوب
وخَلاَّ النخْـل فـي عَرض البحر يخـتال عـيـدانـه,إيمـــان الشـــعوب,23,وخلا النخل في عرض البحر يختال عيدانه,ايمان الشعوب
وخَلاَّ اللـول والـمرجان يتْشَـكَّــل فـي وَسْط نْـفود,إيمـــان الشـــعوب,23,وخلا اللول والمرجان يتشكل في وسط نفود,ايمان الشعوب
كـأنَّ الـبَــر بَـحـــــــر ٍ مـن لألــيـئَـه ومـرجـــــــــــانـه,إيمـــان الشـــعوب,23,كان البر بحر من لاليئه ومرجانه,ايمان الشعوب
محمــد .. يوم طاح الإقـتصاد وْصَار فيه رْكـود,إيمـــان الشـــعوب,23,محمد يوم طاح الاقتصاد وصار فيه ركود,ايمان الشعوب
وقَف وَقْـفَـة حـكـيـم وْقَـدَّم افـكـاره عـلى سْـنـانه,إيمـــان الشـــعوب,23,وقف وقفة حكيم وقدم افكاره على سنانه,ايمان الشعوب
وقال ان الـسِّـيَاسـه الـخَـاسره يتبع سـببها جْـمود,إيمـــان الشـــعوب,23,وقال ان السياسه الخاسره يتبع سببها جمود,ايمان الشعوب
وْمن يتـبع دروب الـحَـرب .. يتـبع درب خـسـرانه,إيمـــان الشـــعوب,23,ومن يتبع دروب الحرب يتبع درب خسرانه,ايمان الشعوب
ومن يَحـكـم بـعـقـله هـوب مثـل اللي حكَـم بزنـود,إيمـــان الشـــعوب,23,ومن يحكم بعقله هوب مثل اللي حكم بزنود,ايمان الشعوب
عـشـان الـزَّنْـــد دون الـعـقـل مـا لـه قَـدر ومْـكَــانـه,إيمـــان الشـــعوب,23,عشان الزند دون العقل ما له قدر ومكانه,ايمان الشعوب
وْ ذا طَـبْـع اللـيـالي نـوب تَـنْزل بك ونـوب صْـعـود,إيمـــان الشـــعوب,23,و ذا طبع الليالي نوب تنزل بك ونوب صعود,ايمان الشعوب
وْكل ٍ يـمْـدَح الـدَّهْـر ان صـفا له وان عـثَر .. شـانه,إيمـــان الشـــعوب,23,وكل يمدح الدهر ان صفا له وان عثر شانه,ايمان الشعوب
و(ابو خـالد ) أسَـد دولـة الامارات وْحَـفـيد اسُود,إيمـــان الشـــعوب,23,وابو خالد اسد دولة الامارات وحفيد اسود,ايمان الشعوب
وَليِّ الـعَـــهـد .. قـايــد جـيـشـنـا لا ثـار دخَّــانـه,إيمـــان الشـــعوب,23,ولي العهد قايد جيشنا لا ثار دخانه,ايمان الشعوب
وَليِّ الـعَـهـد (ابو خـالـد) و لـه مـنَّـا وَلاءْ .. وعـهــود,إيمـــان الشـــعوب,23,ولي العهد ابو خالد و له منا ولاء وعهود,ايمان الشعوب
نـوِدِّ اللـي يـودِّيــه .. وْ نـعَـــادي كـل عــــدوانـه,إيمـــان الشـــعوب,23,نود اللي يوديه و نعادي كل عدوانه,ايمان الشعوب
دروب الـمَجْد غَنَّـت لجل (ابوخـالد) بلَحـن العـود,إيمـــان الشـــعوب,23,دروب المجد غنت لجل ابوخالد بلحن العود,ايمان الشعوب
وَلا زلـنـا يالـيـن الـيــوم نسْـتَـلـهــم مـن الـحـــانـه,إيمـــان الشـــعوب,23,ولا زلنا يالين اليوم نستلهم من الحانه,ايمان الشعوب
سَـنَـد حكَّـام دولـتـنـا بـوَقْـفَـاتـه .. وهو مَـسـنــود,إيمـــان الشـــعوب,23,سند حكام دولتنا بوقفاته وهو مسنود,ايمان الشعوب
بـمَـجْـدٍ خَـصَّــه الله فـيـه دون الـنَّـاس سـبْـحَـانـه,إيمـــان الشـــعوب,23,بمجد خصه الله فيه دون الناس سبحانه,ايمان الشعوب
نـظـيْف مْـن الـعَـتَب قَلْـبه .. لـعِـزِّ بْـلادنـا مَـرفــود,إيمـــان الشـــعوب,23,نظيف من العتب قلبه لعز بلادنا مرفود,ايمان الشعوب
مَـعَ عَـقْــل ٍحكـيـــــم وْراحـةٍ بالـخـيـــــر مـلـيـــانه,إيمـــان الشـــعوب,23,مع عقل حكيم وراحة بالخير مليانه,ايمان الشعوب
حـجَـاجَه يَـنْـفرد رَحـمه لكن لا ضَـاق سَـمِّ كْـبـود,إيمـــان الشـــعوب,23,حجاجه ينفرد رحمه لكن لا ضاق سم كبود,ايمان الشعوب
وهو عون السِّـجـيـن اللِّي شـكى مـن ظـلـم سَـجَّــانـه,إيمـــان الشـــعوب,23,وهو عون السجين اللي شكى من ظلم سجانه,ايمان الشعوب
وْنحن والله لـ (ابو خـالـد) فِـدا يوم الـمـنـايـا تْرود,إيمـــان الشـــعوب,23,ونحن والله ل ابو خالد فدا يوم المنايا ترود,ايمان الشعوب
نِـرَاودهــا عَـن انـفـســـــنـا إذا أشَّـــر لـنـا بْـنـــــانـه,إيمـــان الشـــعوب,23,نراودها عن انفسنا اذا اشر لنا بنانه,ايمان الشعوب
تـوَحَّــدنـا وبــاب الـتَّـفْــرقه بـعـزومـنـا مَـوْصــــود,إيمـــان الشـــعوب,23,توحدنا وباب التفرقه بعزومنا موصود,ايمان الشعوب
يالين اهْـتَـزِّ عَــرش الـمـعـتـدي واهْـتَـزَّت اركــانـه,إيمـــان الشـــعوب,23,يالين اهتز عرش المعتدي واهتزت اركانه,ايمان الشعوب
وصِـرنـا رَجْـل وَاحـد لكـن نْـقَـاتـل بسَـبْع عْـضـود,إيمـــان الشـــعوب,23,وصرنا رجل واحد لكن نقاتل بسبع عضود,ايمان الشعوب
نـعـيـش فْـ بـيـت واحـد ونْــحَـمي ســوره وجــدرانه,إيمـــان الشـــعوب,23,نعيش ف بيت واحد ونحمي سوره وجدرانه,ايمان الشعوب
عـروبـتـنـا أصـيـلـه، وانْ عـطـيـنـا مـا نـبا مَــردود,إيمـــان الشـــعوب,23,عروبتنا اصيله وان عطينا ما نبا مردود,ايمان الشعوب
وْنَـروي كل كَـبْـدٍ من هَــجــيـر الـقـيــض ضـمـيـانـه,إيمـــان الشـــعوب,23,ونروي كل كبد من هجير القيض ضميانه,ايمان الشعوب
صَـنَـعـنا للـنصــر سـيـف، وْ زَرَعـنـا للـسَّــــلام وْرود,إيمـــان الشـــعوب,23,صنعنا للنصر سيف و زرعنا للسلام ورود,ايمان الشعوب
وْلـنا روس ٍعـلى حَـدَّ الـسـحــب مـاهـي بْـمـنـهــــانـه,إيمـــان الشـــعوب,23,ولنا روس على حد السحب ماهي بمنهانه,ايمان الشعوب
عزيمتـنا جـمَل يَاقَفْ وحِمْلَه فـي الظَّـهر مَشـدود,إيمـــان الشـــعوب,23,عزيمتنا جمل ياقف وحمله في الظهر مشدود,ايمان الشعوب
وْتَطـــوّرنـا مـا دام انِّـه بـدا، مـا نَـلْـجِـــم عْـنـــانـه,إيمـــان الشـــعوب,23,وتطورنا ما دام انه بدا ما نلجم عنانه,ايمان الشعوب
نِـتَـاجِـر فـي الـمَرَاجِـل ما نـتَـاجِـر فـي تَرَف ونْـقـود,إيمـــان الشـــعوب,23,نتاجر في المراجل ما نتاجر في ترف ونقود,ايمان الشعوب
وأصْـحَــاب الـمـكــارم رابـحــه ماهـي بْـخَـســرانـه,إيمـــان الشـــعوب,23,واصحاب المكارم رابحه ماهي بخسرانه,ايمان الشعوب
يمـوت الرَّجْـل فـينا وَجْـهَـهَ ابْـيض واللـيـالي سـود,إيمـــان الشـــعوب,23,يموت الرجل فينا وجهه ابيض والليالي سود,ايمان الشعوب
حَـيـاة الـرجْــل مـن دون الـمَـعَــزَّه مـا لـهـا خَــانـه,إيمـــان الشـــعوب,23,حياة الرجل من دون المعزه ما لها خانه,ايمان الشعوب
واذا كان الفَخَر طِيب الـنِّسَب خذ عِلْـمي الـمَوكود,إيمـــان الشـــعوب,23,واذا كان الفخر طيب النسب خذ علمي الموكود,ايمان الشعوب
أقول العِـلْـم، وْلا من قـلـت عِلْـمـي جـبْـت برهَــانـه,إيمـــان الشـــعوب,23,اقول العلم ولا من قلت علمي جبت برهانه,ايمان الشعوب
أبوي الشـيخ ابو راشـد ( محمـد ) والجـدود جْدود,إيمـــان الشـــعوب,23,ابوي الشيخ ابو راشد محمد والجدود جدود,ايمان الشعوب
وخـالـه ( زايـد ) اللّـي طـيْـب راسـه تَـعَّــب اقْـرَانه,إيمـــان الشـــعوب,23,وخاله زايد اللي طيب راسه تعب اقرانه,ايمان الشعوب
بدون قْصور فـي السَّاده وَلا تحقير فـي الـمَسيود,إيمـــان الشـــعوب,23,بدون قصور في الساده ولا تحقير في المسيود,ايمان الشعوب
بإحـسَاس ٍكـما سَـاس الـجـبَــال الـشـمِّ سيْـسَـــانـه,إيمـــان الشـــعوب,23,باحساس كما ساس الجبال الشم سيسانه,ايمان الشعوب
إذا قام ( الفلاحي ) و ( الفلاسـي ) ينْتخون حشود,إيمـــان الشـــعوب,23,اذا قام الفلاحي و الفلاسي ينتخون حشود,ايمان الشعوب
مـقـام بْـعِـز ابن مـكـتــوم .. مَـعْ هـيْـبَـة نـهَـيَّـــانـه,إيمـــان الشـــعوب,23,مقام بعز ابن مكتوم مع هيبة نهيانه,ايمان الشعوب
ما دام الـمَجْد (ابو خالد) مَـعَانا فـي البَلَد مَوْجود,إيمـــان الشـــعوب,23,ما دام المجد ابو خالد معانا في البلد موجود,ايمان الشعوب
نبَـا نْـوَقِّـف وقوف الـمنـتصِـر فـي وْجـوه عـدوانه,إيمـــان الشـــعوب,23,نبا نوقف وقوف المنتصر في وجوه عدوانه,ايمان الشعوب
مَـحَـبَّه .. والـمَحَـبَّه وهْبَه مْنَ الـخَالِـق الـمَـعـبود,إيمـــان الشـــعوب,23,محبه والمحبه وهبه من الخالق المعبود,ايمان الشعوب
ترى ما هـو عَلى شـاني .. نـبا نْوَقِّــف عَلى شـانـه,إيمـــان الشـــعوب,23,ترى ما هو على شاني نبا نوقف على شانه,ايمان الشعوب
وْسرى الليل وْسرى صوت الـمشاعر يا نسـيم النود,إيمـــان الشـــعوب,23,وسرى الليل وسرى صوت المشاعر يا نسيم النود,ايمان الشعوب
وْعَلى الله ما سَـريـت الاَّ وسَــاق الـشِّـعــر قـيْـفَـانـه,إيمـــان الشـــعوب,23,وعلى الله ما سريت الا وساق الشعر قيفانه,ايمان الشعوب
الـمسـتحـيـل يْحـبِّـني يـوم رمْـتـه,قصيدة المستحــــيل,24,المستحيل يحبني يوم رمته,قصيدة المستحيل
كأن مصيري مرتبط مَعْ مصـيره,قصيدة المستحــــيل,24,كان مصيري مرتبط مع مصيره,قصيدة المستحيل
والـياس حـارَبْني، لكـنِّـي هَـزَمْتـه,قصيدة المستحــــيل,24,والياس حاربني لكني هزمته,قصيدة المستحيل
وايَّـامـنـا رَاحَـاتـها مـســتــــديره,قصيدة المستحــــيل,24,وايامنا راحاتها مستديره,قصيدة المستحيل
عِـزِّي من ابـوي الْـكريم اسْـتـلمتـه,قصيدة المستحــــيل,24,عزي من ابوي الكريم استلمته,قصيدة المستحيل
عَلى الـمَسَار اكْمَلت نَـفْس الـمسـيره,قصيدة المستحــــيل,24,على المسار اكملت نفس المسيره,قصيدة المستحيل
الأوَّلـه .. حَق الـعَرَب ماهـضـمْته,قصيدة المستحــــيل,24,الاوله حق العرب ماهضمته,قصيدة المستحيل
والثـانيه .. نـباي فـي كل دِيـره,قصيدة المستحــــيل,24,والثانيه نباي في كل ديره,قصيدة المستحيل
وابـوي .. أبـوي الصِّـيرمي لا عدمته,قصيدة المستحــــيل,24,وابوي ابوي الصيرمي لا عدمته,قصيدة المستحيل
خَـذيت مِنْه الأوَّلَـه والأخـيره,قصيدة المستحــــيل,24,خذيت منه الاوله والاخيره,قصيدة المستحيل
كم بَحر تَرهِب غبِّـته .. بس عمْته,قصيدة المستحــــيل,24,كم بحر ترهب غبته بس عمته,قصيدة المستحيل
خطير، واحِب الدروب الخـطيره,قصيدة المستحــــيل,24,خطير واحب الدروب الخطيره,قصيدة المستحيل
وْكَم وَاحدٍ لو ما حشَـمْني حشَمْته,قصيدة المستحــــيل,24,وكم واحد لو ما حشمني حشمته,قصيدة المستحيل
ماهو على شانه .. على شان غـيره,قصيدة المستحــــيل,24,ماهو على شانه على شان غيره,قصيدة المستحيل
وْكَم وَاحدٍ لو يجْـهَل اسمي، ما لـمْته,قصيدة المستحــــيل,24,وكم واحد لو يجهل اسمي ما لمته,قصيدة المستحيل
عْيون لومي عَن شـرَاته ضـريره,قصيدة المستحــــيل,24,عيون لومي عن شراته ضريره,قصيدة المستحيل
وْكَم وَاحدٍ عليه غيضـي كتـمْتـه,قصيدة المستحــــيل,24,وكم واحد عليه غيضي كتمته,قصيدة المستحيل
أسَامحه، واقول هو وْ ضـميره,قصيدة المستحــــيل,24,اسامحه واقول هو و ضميره,قصيدة المستحيل
وْكَم بيت شَاعِر كنِّـي اللي نظَمْتـه,قصيدة المستحــــيل,24,وكم بيت شاعر كني اللي نظمته,قصيدة المستحيل
يَجْذبْني اسْلوبه وحسْن تْـعَـبيره,قصيدة المستحــــيل,24,يجذبني اسلوبه وحسن تعبيره,قصيدة المستحيل
وْكَم صَاحبٍ يَثْـبت معي لا زهَمْتـه,قصيدة المستحــــيل,24,وكم صاحب يثبت معي لا زهمته,قصيدة المستحيل
يبـين فـي شَر الزمن قبل خـيره,قصيدة المستحــــيل,24,يبين في شر الزمن قبل خيره,قصيدة المستحيل
وْكَم وَاحدٍ آحسّـسه بانّي فـهَـمْته,قصيدة المستحــــيل,24,وكم واحد احسسه باني فهمته,قصيدة المستحيل
أقرا في عيـنه ما حوتـه السريـره,قصيدة المستحــــيل,24,اقرا في عينه ما حوته السريره,قصيدة المستحيل
وْكَم سيف في شوط التحَدِّي لطـمْته,قصيدة المستحــــيل,24,وكم سيف في شوط التحدي لطمته,قصيدة المستحيل
ونْـفوس مِن تكْـرَه نجاحي كســيره,قصيدة المستحــــيل,24,ونفوس من تكره نجاحي كسيره,قصيدة المستحيل
وْكَم ليل أتْعَـب رمْش عيني ما نـمْته,قصيدة المستحــــيل,24,وكم ليل اتعب رمش عيني ما نمته,قصيدة المستحيل
لين احْـتضن جفـني شعاع الظـهيره,قصيدة المستحــــيل,24,لين احتضن جفني شعاع الظهيره,قصيدة المستحيل
وْكَم مِن حزامٍ يرتخي لا احْـتزمْته,قصيدة المستحــــيل,24,وكم من حزام يرتخي لا احتزمته,قصيدة المستحيل
ما ينْـلِبس عِنْـد الأمــور الكـبـيره,قصيدة المستحــــيل,24,ما ينلبس عند الامور الكبيره,قصيدة المستحيل
وْكَم مِن جـدَارٍ فـي طريقي هدَمْته,قصيدة المستحــــيل,24,وكم من جدار في طريقي هدمته,قصيدة المستحيل
وبنيت باحـجاره للاجيـال سِـيْره,قصيدة المستحــــيل,24,وبنيت باحجاره للاجيال سيره,قصيدة المستحيل
وْكَم عَاقلٍ تسْـتَـغرب الـنَّاس صَـمْـتـه,قصيدة المستحــــيل,24,وكم عاقل تستغرب الناس صمته,قصيدة المستحيل
كبـير، وعقـول الـخـلايق صـغـيره,قصيدة المستحــــيل,24,كبير وعقول الخلايق صغيره,قصيدة المستحيل
وْكَم حِـلـم يتْحَقَّـق لا مـنّي حلـمْتـه,قصيدة المستحــــيل,24,وكم حلم يتحقق لا مني حلمته,قصيدة المستحيل
يثـيـرني يـوم احْـلـمه واسـتـثيره,قصيدة المستحــــيل,24,يثيرني يوم احلمه واستثيره,قصيدة المستحيل
وْكَم يوم من عمري يا وَقتي خصمْته,قصيدة المستحــــيل,24,وكم يوم من عمري يا وقتي خصمته,قصيدة المستحيل
يامااطولك، وايَّام نَاسك قـصـيره,قصيدة المستحــــيل,24,يامااطولك وايام ناسك قصيره,قصيدة المستحيل
إنسـان احـس انِّـه كَـفو لا احْـترمْته,قصيدة المستحــــيل,24,انسان احس انه كفو لا احترمته,قصيدة المستحيل
نـفْسَـه غَـنـيَّـه لو يـديْنـه فـقـيـره,قصيدة المستحــــيل,24,نفسه غنيه لو يدينه فقيره,قصيدة المستحيل
وانسـان .. بخْـزام الوفـا لو خـزَمْته,قصيدة المستحــــيل,24,وانسان بخزام الوفا لو خزمته,قصيدة المستحيل
نار الغـدر فـي وسط يوفه سـعـيره,قصيدة المستحــــيل,24,نار الغدر في وسط يوفه سعيره,قصيدة المستحيل
وْكَم وَاحـدٍ لو ما حـشَـمْني، حشَـمْته,قصيدة المستحــــيل,24,وكم واحد لو ما حشمني حشمته,قصيدة المستحيل
ماهو على شـانه، على شـان غـيره,قصيدة المستحــــيل,24,ماهو على شانه على شان غيره,قصيدة المستحيل
الأوَّلَـه .. حَـق الـعَـرَب ماهـضـمْته,قصيدة المستحــــيل,24,الاوله حق العرب ماهضمته,قصيدة المستحيل
والـثَّـانـيه .. نْـباي فـي كل دِيـره,قصيدة المستحــــيل,24,والثانيه نباي في كل ديره,قصيدة المستحيل
والـثالثـه .. الـصِّـيرمـي لا عـدمْـتـه,قصيدة المستحــــيل,24,والثالثه الصيرمي لا عدمته,قصيدة المستحيل
خَـذيـت مِـنْه الأوَّلــه والأخـيــره,قصيدة المستحــــيل,24,خذيت منه الاوله والاخيره,قصيدة المستحيل
مرّت سنه والعين يعشقها السهر,مرت سنة,25,مرت سنه والعين يعشقها السهر,مرت سنة
ومرّت سنه والشوق باقي ما انمحى,مرت سنة,25,ومرت سنه والشوق باقي ما انمحى,مرت سنة
ومرّت سـنه والقـلب ذابحه الهـجر,مرت سنة,25,ومرت سنه والقلب ذابحه الهجر,مرت سنة
ومرّت سـنه والهجر عيّا ما استحى,مرت سنة,25,ومرت سنه والهجر عيا ما استحى,مرت سنة
ومرّت سنه ومرّت سنه وانا انتظر,مرت سنة,25,ومرت سنه ومرت سنه وانا انتظر,مرت سنة
ومرّت سنه والوصل نايم ما صحى,مرت سنة,25,ومرت سنه والوصل نايم ما صحى,مرت سنة
ومرّت سـنه ما جا من الـغالي خبر,مرت سنة,25,ومرت سنه ما جا من الغالي خبر,مرت سنة
ودارت على حَـب الـمحبّـين الرحى,مرت سنة,25,ودارت على حب المحبين الرحى,مرت سنة
ومرّت سنه صابر وعذري في الصبر,مرت سنة,25,ومرت سنه صابر وعذري في الصبر,مرت سنة
شـماتة اصـحاب الشـوارب واللحى,مرت سنة,25,شماتة اصحاب الشوارب واللحى,مرت سنة
وعيـونه السـود وشـفايفه الـحـمر,مرت سنة,25,وعيونه السود وشفايفه الحمر,مرت سنة
وجديل يضفي فوق متنه لا انتحى,مرت سنة,25,وجديل يضفي فوق متنه لا انتحى,مرت سنة
وصدرٍ يسد الليل عن نور القمر,مرت سنة,25,وصدر يسد الليل عن نور القمر,مرت سنة
وخدٍ يسد الصبح عن شمس الضحى,مرت سنة,25,وخد يسد الصبح عن شمس الضحى,مرت سنة
ومرّت سنه واخاف لا يروح العمر,مرت سنة,25,ومرت سنه واخاف لا يروح العمر,مرت سنة
وانا انتظر والشوق باقي ما انمحى,مرت سنة,25,وانا انتظر والشوق باقي ما انمحى,مرت سنة
ما كنـّك الا شوق في بحر نسيان,الإســـم,26,ما كنك الا شوق في بحر نسيان,الاسم
كل المـشاعـر قـبل لا اجـيـك لـبّــتـك,الإســـم,26,كل المشاعر قبل لا اجيك لبتك,الاسم
قبل المحبّه تنخلق حـس الانسان,الإســـم,26,قبل المحبه تنخلق حس الانسان,الاسم
كل الحـواس الخـمس يا شوق حبّـتك,الإســـم,26,كل الحواس الخمس يا شوق حبتك,الاسم
وقبل آتعنون صرت للروح عنوان,الإســـم,26,وقبل اتعنون صرت للروح عنوان,الاسم
ما دام هي في وسط الاحساس ربّتك,الإســـم,26,ما دام هي في وسط الاحساس ربتك,الاسم
من سبّتك غيّرت انا إسم (حمدان),الإســـم,26,من سبتك غيرت انا اسم حمدان,الاسم
لين عـرفـوني باسـم ( فزاع) سبّتك,الإســـم,26,لين عرفوني باسم فزاع سبتك,الاسم
تبـقى بمكان ويطـلع البـدر بـمكان,الإســـم,26,تبقى بمكان ويطلع البدر بمكان,الاسم
واذا طـلعـت يـضـيع نـوره بهيـبتك,الإســـم,26,واذا طلعت يضيع نوره بهيبتك,الاسم
ما انته بلون الشمس وقت المسيّان,الإســـم,26,ما انته بلون الشمس وقت المسيان,الاسم
أسـتغـفر الله الشمس بالنور صبّـتك,الإســـم,26,استغفر الله الشمس بالنور صبتك,الاسم
كن العـمر لحـظة إذا معـك سهـران,الإســـم,26,كن العمر لحظة اذا معك سهران,الاسم
وكن السهر عـمري بلحظات غيبتك,الإســـم,26,وكن السهر عمري بلحظات غيبتك,الاسم
ان جيت صوبي صرت لك دار واوطان,الإســـم,26,ان جيت صوبي صرت لك دار واوطان,الاسم
وان رحت عنّي صرت بعدك وغربتك,الإســـم,26,وان رحت عني صرت بعدك وغربتك,الاسم
قالوا تحت الاضلاع ما تنبت اغصان,الإســـم,26,قالوا تحت الاضلاع ما تنبت اغصان,الاسم
قل لي وش اللي تحت الاضلاع نبّتك,الإســـم,26,قل لي وش اللي تحت الاضلاع نبتك,الاسم
قطر الندى يصبح على الورد ولهان,الإســـم,26,قطر الندى يصبح على الورد ولهان,الاسم
سمّيت طيب الورد من أصل طيبـتك,الإســـم,26,سميت طيب الورد من اصل طيبتك,الاسم
شفـتـك وعاتـبت اللـيالي والازمـان,الإســـم,26,شفتك وعاتبت الليالي والازمان,الاسم
ويـن اللــيالي كل هـالـوقـت خـبّـتك,الإســـم,26,وين الليالي كل هالوقت خبتك,الاسم
ومن سبّتك غيرت انا إسم (حمدان),الإســـم,26,ومن سبتك غيرت انا اسم حمدان,الاسم
لين اعرفوني باسم ( فزاع ) سبّتك,الإســـم,26,لين اعرفوني باسم فزاع سبتك,الاسم
الآدمـي لو ان دمعـه عـشب كان انكـبّـت,أدب,27,الادمي لو ان دمعه عشب كان انكبت,ادب
عليه رعـيان الـحـلال اهـل النفـل والعـندب,أدب,27,عليه رعيان الحلال اهل النفل والعندب,ادب
لكـنـّها دمعـه تـناسـتها الجـفون وْصبّـت,أدب,27,لكنها دمعه تناستها الجفون وصبت,ادب
فـوق الخـدود وْجرّحـت قلب الضـلوع الحدّب,أدب,27,فوق الخدود وجرحت قلب الضلوع الحدب,ادب
وش عاد ياللي لك سمي لبّى وعيني لبّت,أدب,27,وش عاد ياللي لك سمي لبى وعيني لبت,ادب
وآنا سـنا جـرد الـمـعاني من فـراقـك جـدّب,أدب,27,وانا سنا جرد المعاني من فراقك جدب,ادب
حـظٍ يقـفـّي بك مثـل بـزرٍ ريـاحـه هـبّت,أدب,27,حظ يقفي بك مثل بزر رياحه هبت,ادب
واقـفى مثل ما اقـفيت يندب والغلا مايندب,أدب,27,واقفى مثل ما اقفيت يندب والغلا مايندب,ادب
وْلا طفت ضو الوصال وضو هجرك شبّت,أدب,27,ولا طفت ضو الوصال وضو هجرك شبت,ادب
أبا احـسـب الـندبات في قـلبٍ عـروقـه نـدّب,أدب,27,ابا احسب الندبات في قلب عروقه ندب,ادب
وان احملت عوج السنين المقبلات وربّت,أدب,27,وان احملت عوج السنين المقبلات وربت,ادب
نـدّب عـلـيّ قـصـيـــدةٍ زيـنـه وانـا با نــدّب,أدب,27,ندب علي قصيدة زينه وانا با ندب,ادب
قلوب الاحباب الحقيـقـيّـه لا منها حبّـت,أدب,27,قلوب الاحباب الحقيقيه لا منها حبت,ادب
تـعـامل الـمـتـأدّبـين بْـحِـشـمـة الـمـتـأدّب,أدب,27,تعامل المتادبين بحشمة المتادب,ادب
وش رايك فْـ وحـده لها صـوتٍ حـلو,إذا قالت ألو,28,وش رايك ف وحده لها صوت حلو,اذا قالت الو
