Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
3956,299,إرادة وطن,وان قلت ابوراشد يا كبر الإشاده	تاريخـه الخـالد للاجيـال نبراس,ارادة وطن,وان قلت ابوراشد يا كبر الاشاده	تاريخه الخالد للاجيال نبراس
3957,299,إرادة وطن,وان قلت ابو خـالد تفاخر بـلاده	في السِلم والاّ يوم الارياق يبّاس,ارادة وطن,وان قلت ابو خالد تفاخر بلاده	في السلم والا يوم الارياق يباس
3958,299,إرادة وطن,من كان له في كسب الامجـاد عاده	شعبه يحوش المجد من دون مقياس,ارادة وطن,من كان له في كسب الامجاد عاده	شعبه يحوش المجد من دون مقياس
3959,299,إرادة وطن,ترى الوطــن بالنـاس والنـاس إراده	ومن دون إراده يا وطن ما معك ناس,ارادة وطن,ترى الوطن بالناس والناس اراده	ومن دون اراده يا وطن ما معك ناس
3960,300,إرادة وطن,عاش الوطن، والله يعز القياده	اليـوم هذا يوم عـزّه ونومــاس,ارادة وطن,عاش الوطن والله يعز القياده	اليوم هذا يوم عزه ونوماس
3961,300,إرادة وطن,زايـــد رسم للدار خطّـة ريـاده	مَعَ شيوخ بلادنا ثبّـت السـاس,ارادة وطن,زايد رسم للدار خطة رياده	مع شيوخ بلادنا ثبت الساس
3962,300,إرادة وطن,وخليفـــة اللي للمراجـل زنـاده	يقدح وله في قمّة العز مجلاس,ارادة وطن,وخليفة اللي للمراجل زناده	يقدح وله في قمة العز مجلاس
3963,300,إرادة وطن,وان قلت ابوراشد يا كبر الإشاده	تاريخـه الخـالد للاجيـال نبراس,ارادة وطن,وان قلت ابوراشد يا كبر الاشاده	تاريخه الخالد للاجيال نبراس
3964,300,إرادة وطن,وان قلت ابو خـالد تفاخر بـلاده	في السِلم والاّ يوم الارياق يبّاس,ارادة وطن,وان قلت ابو خالد تفاخر بلاده	في السلم والا يوم الارياق يباس
3965,300,إرادة وطن,من كان له في كسب الامجـاد عاده	شعبه يحوش المجد من دون مقياس,ارادة وطن,من كان له في كسب الامجاد عاده	شعبه يحوش المجد من دون مقياس
3966,300,إرادة وطن,ترى الوطــن بالنـاس والنـاس إراده	ومن دون إراده يا وطن ما معك ناس,ارادة وطن,ترى الوطن بالناس والناس اراده	ومن دون اراده يا وطن ما معك ناس
3967,301,رسالة حزن,للحزين اللي طغى حزنه و حارب جيله	في رساله عبّرت عن ما يكن و نصّت,رسالة حزن,للحزين اللي طغى حزنه و حارب جيله	في رساله عبرت عن ما يكن و نصت
3968,301,رسالة حزن,في بدايتها على جور الزمان و ميله	وفْـ نهايتها على غدر الأحبّه خَصّت,رسالة حزن,في بدايتها على جور الزمان و ميله	وف نهايتها على غدر الاحبه خصت
3969,301,رسالة حزن,إنني متعاطـفاً جـداّ وانا أدعـي له	إنما من يجهل التاريخ يحضر حصّت,رسالة حزن,انني متعاطفا جدا وانا ادعي له	انما من يجهل التاريخ يحضر حصت
3970,301,رسالة حزن,من يُدرّس منهج التاريخ واليحكي له	الـمحبّه في قلوب اهل الـمحـبّـه شصّت,رسالة حزن,من يدرس منهج التاريخ واليحكي له	المحبه في قلوب اهل المحبه شصت
3971,301,رسالة حزن,لا تصافح غادرٍ بالغدر زاد الكيله	واخبره إن الليالي لو تسر إقتصّت,رسالة حزن,لا تصافح غادر بالغدر زاد الكيله	واخبره ان الليالي لو تسر اقتصت
3972,301,رسالة حزن,خذ مثالٍ واضح و معقول ما يبغي له	غير إِنَّكَ تستمع كنّك علي تتـنصّت,رسالة حزن,خذ مثال واضح و معقول ما يبغي له	غير انك تستمع كنك علي تتنصت
3973,301,رسالة حزن,لو يقص السيف كف اللي سرق في ليله	يمكن العَبْره في حلق اللي يشوفه غَصّت,رسالة حزن,لو يقص السيف كف اللي سرق في ليله	يمكن العبره في حلق اللي يشوفه غصت
3974,301,رسالة حزن,الحزن واجب لكن العلم في تفصيله	لا تقول شْلون قصّت قول وش له قصّت,رسالة حزن,الحزن واجب لكن العلم في تفصيله	لا تقول شلون قصت قول وش له قصت
3975,301,رسالة حزن,من يحلّـل شي ما هو يفهمه تحليله	يدْحَرَه تحليل ناسٍ للعلوم إختصّت,رسالة حزن,من يحلل شي ما هو يفهمه تحليله	يدحره تحليل ناس للعلوم اختصت
3976,301,رسالة حزن,وْكان تبغي تفهم الواقع مثل فهمي له	إسمع القصّه من أهل التجربه لا قصّت,رسالة حزن,وكان تبغي تفهم الواقع مثل فهمي له	اسمع القصه من اهل التجربه لا قصت
3977,301,رسالة حزن,وإسأل أهل العلم والجاهل ما عنْدَه حيله	الشـريعه في وصاياها بذلك وَصّت,رسالة حزن,واسال اهل العلم والجاهل ما عنده حيله	الشريعه في وصاياها بذلك وصت
3978,301,رسالة حزن,جاه ردّي في رساله واضحه منّي له	آتمنّى من حروفي ان تكون إمتصّت,رسالة حزن,جاه ردي في رساله واضحه مني له	اتمنى من حروفي ان تكون امتصت
3979,301,رسالة حزن,الغضب من قلبه اللي كل هم  يْشيله	والجروح اللي على حدب الضلوع إنرصّت,رسالة حزن,الغضب من قلبه اللي كل هم يشيله	والجروح اللي على حدب الضلوع انرصت
3980,302,علياء,​ودّي أشكر عمّتي ( عليا ) على حسن الزيـاره	أدري انّي عندها غالـي وشكر النـاس واجـب,علياء,ودي اشكر عمتي عليا على حسن الزياره	ادري اني عندها غالي وشكر الناس واجب
3981,302,علياء,الـمثــال اللـي يترجــم مـا أحسّــه وبجـداره	مستحيل العين تعلى يا جماعه فوق حاجب,علياء,المثال اللي يترجم ما احسه وبجداره	مستحيل العين تعلى يا جماعه فوق حاجب
3982,303,خلاّبه,​عندي شطر يسوى جميع الأشطر	محـدٍ من الشـعّـار قـبلـي جـابه,خلابه,عندي شطر يسوى جميع الاشطر	محد من الشعار قبلي جابه
3983,303,خلاّبه,ياللي تعرف اقرا ما بين الأسـطر	وتعرف قصد الشاعر ان غنّى به,خلابه,ياللي تعرف اقرا ما بين الاسطر	وتعرف قصد الشاعر ان غنى به
3984,303,خلاّبه,دبـــي جـذّابـه قبـل ما تـمطـــر	لو قلـتوا  إنـها بالمطــر جـذّابـه,خلابه,دبي جذابه قبل ما تمطر	لو قلتوا انها بالمطر جذابه
3985,303,خلاّبه,خطيره وصارت صـراحه أخـطر	غيــم ومنـاظــر روعـه وخــلاّبـه,خلابه,خطيره وصارت صراحه اخطر	غيم ومناظر روعه وخلابه
3986,304,الديم,nan	غير الفخر والعز والمجد وش بَعد,الديم,nan	غير الفخر والعز والمجد وش بعد
3987,304,الديم,يادارنا جات السـحايب مـراديم	تقول بوخـالد محـمد على وعـد,الديم,يادارنا جات السحايب مراديم	تقول بوخالد محمد على وعد
3988,304,الديم,مَعَ أبو راشــد محمد على الغـيم	تصافحوا ثم سولف البرق للرعد,الديم,مع ابو راشد محمد على الغيم	تصافحوا ثم سولف البرق للرعد
3989,304,الديم,ومن هنا ربّـي كتب ينزل الديـم	nan,الديم,ومن هنا ربي كتب ينزل الديم	nan
3990,305,رابع يوم,هذا اليوم رابـع يوم والجـو رعـد وْبـرق	وهذا اليوم رابـع يوم والشـوق ذابحنـي,رابع يوم,هذا اليوم رابع يوم والجو رعد وبرق	وهذا اليوم رابع يوم والشوق ذابحني
3991,305,رابع يوم,وهذا اليوم رابع يوم والنبض وسط العِرق	يقول ابتسم وان كنت غلطان سامحني,رابع يوم,وهذا اليوم رابع يوم والنبض وسط العرق	يقول ابتسم وان كنت غلطان سامحني
3992,305,رابع يوم,واذا قلت ما بينك وبين السـحابه فـرق	لأنـها تـريّـحـنـي .. وشـوفـك يريّـحـنـي,رابع يوم,واذا قلت ما بينك وبين السحابه فرق	لانها تريحني وشوفك يريحني
3993,305,رابع يوم,ياسيّد بنات الحسن في الغرب والاّ الشرق	يا ليتـك تـمـسّــينـي غـرام وتصبّـحنـي,رابع يوم,ياسيد بنات الحسن في الغرب والا الشرق	يا ليتك تمسيني غرام وتصبحني
