Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
2577,187,من الف ليله وليله,وتنشد يا قمر من هو سعى لك	وانا آقول النجوم ومن صعـدها,من الف ليله وليله,وتنشد يا قمر من هو سعى لك	وانا اقول النجوم ومن صعدها
2578,187,من الف ليله وليله,هذاك اللي قبل لاسـمع سـؤالك	سـما العـليا على مجـده سـندها,من الف ليله وليله,هذاك اللي قبل لاسمع سؤالك	سما العليا على مجده سندها
2579,187,من الف ليله وليله,مادامه من صـور قلبـك مـنالك	عـسى دنـيا الفـرح دايم سعـدها,من الف ليله وليله,مادامه من صور قلبك منالك	عسى دنيا الفرح دايم سعدها
2580,187,من الف ليله وليله,سرت لك نجـمةٍ من طيب فالك	وراحـت من بلــدها ليا بـلـــدها,من الف ليله وليله,سرت لك نجمة من طيب فالك	وراحت من بلدها ليا بلدها
2581,188,من حاء ميم إلى نون ألف,من حَاء ميم إلى سَعادة حضرتك يا نون الف	وشلون تبغـيني أخـون العَهـد وآنا حَـالـفه,من حاء ميم الى نون الف,من حاء ميم الى سعادة حضرتك يا نون الف	وشلون تبغيني اخون العهد وانا حالفه
2582,188,من حاء ميم إلى نون ألف,ياصاحبي كانك من اصحاب الضميرالمختلف	لا عاد تطريني على باب الأمل في سَالفه,من حاء ميم الى نون الف,ياصاحبي كانك من اصحاب الضميرالمختلف	لا عاد تطريني على باب الامل في سالفه
2583,188,من حاء ميم إلى نون ألف,شاعر ومبدع قبل ما أنـشر بوسـط المُختـلف	وآرى بخلق الله في طيبي ماهي مِـتخالفه,من حاء ميم الى نون الف,شاعر ومبدع قبل ما انشر بوسط المختلف	وارى بخلق الله في طيبي ماهي متخالفه
2584,188,من حاء ميم إلى نون ألف,وكانه تِلف قـلبك ترى قـلبي من الفرقا تـلف	دروبـنـا مـتخـالـفـه .. و قـلـوبـنا مـتوالفه,من حاء ميم الى نون الف,وكانه تلف قلبك ترى قلبي من الفرقا تلف	دروبنا متخالفه و قلوبنا متوالفه
2585,188,من حاء ميم إلى نون ألف,أتعـب من الفرقا وتتعـبني ويلحقـني صَـلف	لكن قلبي صَلف ويحب الدروب الصَّالفه,من حاء ميم الى نون الف,اتعب من الفرقا وتتعبني ويلحقني صلف	لكن قلبي صلف ويحب الدروب الصالفه
2586,188,من حاء ميم إلى نون ألف,إن كان حبّك لي مجرّد حب تقصد به سَلف	إذلف من العوج السنين الماضيات الذالفه,من حاء ميم الى نون الف,ان كان حبك لي مجرد حب تقصد به سلف	اذلف من العوج السنين الماضيات الذالفه
2587,188,من حاء ميم إلى نون ألف,قضيّتك في المحكمه والجرم مكتوب بْمَـلف	والمـدّعي ياخـذ بـرايـك والمحـامي خالفه,من حاء ميم الى نون الف,قضيتك في المحكمه والجرم مكتوب بملف	والمدعي ياخذ برايك والمحامي خالفه
2588,188,من حاء ميم إلى نون ألف,كلـّفت نفـسك فوق طاقـتها وتعـّـبها الكـَلف	والحين تبغي تموت نفسك من عناها كالفه,من حاء ميم الى نون الف,كلفت نفسك فوق طاقتها وتعبها الكلف	والحين تبغي تموت نفسك من عناها كالفه
2589,188,من حاء ميم إلى نون ألف,لا تفـتـكر إنـّي معاك افـكـّر آسـوّي حِـلِف	ما نيب مجـبور ايّ شخـص آقـابله أوالـفه,من حاء ميم الى نون الف,لا تفتكر اني معاك افكر اسوي حلف	ما نيب مجبور اي شخص اقابله اوالفه
2590,188,من حاء ميم إلى نون ألف,لا عاد تحلف زور لانّي كاشفك قبل تحَلف	الحـب تالـف وانت تالـف والعـلاقـه تالـفه,من حاء ميم الى نون الف,لا عاد تحلف زور لاني كاشفك قبل تحلف	الحب تالف وانت تالف والعلاقه تالفه
2591,189,من عرفته ما ذرفته,من صغر سِنـّي وانا انظر للغلا نظره رفيعه	واعرف ان العِشره اسمى من غلاك وْمن حَناني,من عرفته ما ذرفته,من صغر سني وانا انظر للغلا نظره رفيعه	واعرف ان العشره اسمى من غلاك ومن حناني
2592,189,من عرفته ما ذرفته,يوم شفتك من ضياع وشفتني مثل الوديعه	انته اللي ضعـت فيني وانت بس اللي لقـاني,من عرفته ما ذرفته,يوم شفتك من ضياع وشفتني مثل الوديعه	انته اللي ضعت فيني وانت بس اللي لقاني
2593,189,من عرفته ما ذرفته,والله انّ الضيعه اللي جابتك ما هي بْضيعه	ضيعة العـشـّاق شيّ وْضيعـتي بك شيّ ثاني,من عرفته ما ذرفته,والله ان الضيعه اللي جابتك ما هي بضيعه	ضيعة العشاق شي وضيعتي بك شي ثاني
2594,189,من عرفته ما ذرفته,يا غرامٍ ما استطيع انساه لو قلت استطيعه	يا كــلامٍ مـن عـرفـته ما ذرفـتـه من لـساني,من عرفته ما ذرفته,يا غرام ما استطيع انساه لو قلت استطيعه	يا كلام من عرفته ما ذرفته من لساني
2595,189,من عرفته ما ذرفته,إشتر اللي تـشتري فيني وبيع اللي تبـيعه	ما التـفت لوجـه غـيرك باعـني والاّ شراني,من عرفته ما ذرفته,اشتر اللي تشتري فيني وبيع اللي تبيعه	ما التفت لوجه غيرك باعني والا شراني
2596,189,من عرفته ما ذرفته,خل طعـناتك قـويّه وْ خل نظراتك سـريعه	يعني اضرب اهرب اضرب اضرب اهرب في ثواني,من عرفته ما ذرفته,خل طعناتك قويه و خل نظراتك سريعه	يعني اضرب اهرب اضرب اضرب اهرب في ثواني
2597,189,من عرفته ما ذرفته,ماانت باوّل من شرب صيفي وعطـّشني ربيعه	ولا انت بآخر من خذاني من يديّ وْلا خذاني,من عرفته ما ذرفته,ماانت باول من شرب صيفي وعطشني ربيعه	ولا انت باخر من خذاني من يدي ولا خذاني
2598,189,من عرفته ما ذرفته,إنت ما وسّعت صدري لين ضيّـقت الوسيعه	كنـّك تحـطب الجروح مْن المحاني للمحاني,من عرفته ما ذرفته,انت ما وسعت صدري لين ضيقت الوسيعه	كنك تحطب الجروح من المحاني للمحاني
2599,189,من عرفته ما ذرفته,كل ساعه لك بصدري رمح أقسى من تبيعه	وكل جرحٍ له بوجهـي حـزن غـير الأوّلاني,من عرفته ما ذرفته,كل ساعه لك بصدري رمح اقسى من تبيعه	وكل جرح له بوجهي حزن غير الاولاني
2600,189,من عرفته ما ذرفته,وكل ليـل يْهـون لكن ليـلة البارح فـظـيـعه	يعـلـم الله كانـت اوّل لـيله تـزلـزل كـيـاني,من عرفته ما ذرفته,وكل ليل يهون لكن ليلة البارح فظيعه	يعلم الله كانت اول ليله تزلزل كياني
2601,189,من عرفته ما ذرفته,كن رمحك ما يبات الا ورى الحدب المنيعه	وكن جرحي ما يعرف ينام ورماحك تعاني,من عرفته ما ذرفته,كن رمحك ما يبات الا ورى الحدب المنيعه	وكن جرحي ما يعرف ينام ورماحك تعاني
2602,189,من عرفته ما ذرفته,ولّ يا كيد الظبا ما شفـت من يصنع صنيعه	لو زرعته في حشاك سنين يمحيك بثواني,من عرفته ما ذرفته,ول يا كيد الظبا ما شفت من يصنع صنيعه	لو زرعته في حشاك سنين يمحيك بثواني
2603,189,من عرفته ما ذرفته,في زمنـّا قالوا ان ما طاوعك هالوقت طيعه	وانت مثل الوقت قاسي طاعني والاّ عصاني,من عرفته ما ذرفته,في زمنا قالوا ان ما طاوعك هالوقت طيعه	وانت مثل الوقت قاسي طاعني والا عصاني
2604,189,من عرفته ما ذرفته,بس ابيك ليا عسفت البُعد واسرجت القطيعه	إلتـفت مَرّه عليّ وْ حـط نفـسك في مـكاني,من عرفته ما ذرفته,بس ابيك ليا عسفت البعد واسرجت القطيعه	التفت مره علي و حط نفسك في مكاني
2605,189,من عرفته ما ذرفته,إنت لو إنّي خدعتك راح ترضى بالخديعه؟!	بعـتني مليـون مَرّه .. حبّـني مَرّه عشاني,من عرفته ما ذرفته,انت لو اني خدعتك راح ترضى بالخديعه	بعتني مليون مره حبني مره عشاني
2606,189,من عرفته ما ذرفته,خايف تحمّل خـفـوقي فوق ما لا يستـطيعه	ويبتـليك الله بغـيري مثل ما فيك ابتـلاني,من عرفته ما ذرفته,خايف تحمل خفوقي فوق ما لا يستطيعه	ويبتليك الله بغيري مثل ما فيك ابتلاني
2607,189,من عرفته ما ذرفته,خلـّني مثـل الضـياع وشلـّني مثـل الوديـعه	إنت من ضيّعتني، مافي أحد غيرك لقاني,من عرفته ما ذرفته,خلني مثل الضياع وشلني مثل الوديعه	انت من ضيعتني مافي احد غيرك لقاني
2608,189,من عرفته ما ذرفته,واشهد ان الضيعه اللي جابتك ماهي بْضيعه	ضيعة العشـّاق شيّ وْضيعتي بك شيّ ثاني,من عرفته ما ذرفته,واشهد ان الضيعه اللي جابتك ماهي بضيعه	ضيعة العشاق شي وضيعتي بك شي ثاني
2609,190,من هو فزّاع,أنا عنــــواني اشعــاري وأسمـي في معانيهـا	وأوّل بيـــت أنا قـلتــه غــدى تـاريخ ميـلادي,من هو فزاع,انا عنواني اشعاري واسمي في معانيها	واول بيت انا قلته غدى تاريخ ميلادي
2610,190,من هو فزّاع,إذا تـنـــشد عن اخـباري من اوّلهــا لتـاليهــا	أنا أشـعاري هي اخباري على ما ريد تنقادي,من هو فزاع,اذا تنشد عن اخباري من اولها لتاليها	انا اشعاري هي اخباري على ما ريد تنقادي
2611,190,من هو فزّاع,وانا أمّـي إماراتــي ولدت وْعشــت أنا فيهــا	وابوي امجاد عرباني وطاري ماضي اجدادي,من هو فزاع,وانا امي اماراتي ولدت وعشت انا فيها	وابوي امجاد عرباني وطاري ماضي اجدادي
2612,190,من هو فزّاع,وأخـوانـي أنا الملـيــار مسلـم في أراضـيهـا	وانا الـقــرآن والـسـنـّه غـدوا زادي وزوّادي,من هو فزاع,واخواني انا المليار مسلم في اراضيها	وانا القران والسنه غدوا زادي وزوادي
2613,190,من هو فزّاع,أعيـش هـمومــي وفرحــي ولا لـي نيّه أخفيها	وأكـبر هـمّـي الـمقــدس وطفــلٍ جـنـبه ينادي,من هو فزاع,اعيش همومي وفرحي ولا لي نيه اخفيها	واكبر همي المقدس وطفل جنبه ينادي
2614,190,من هو فزّاع,يهـزّ بصرختــه أرضٍ نوى الصهيـون يمحيها	مـن التاريخ، والعـالم وقـف مكـتوف الآيادي,من هو فزاع,يهز بصرخته ارض نوى الصهيون يمحيها	من التاريخ والعالم وقف مكتوف الايادي
2615,190,من هو فزّاع,وانـا ايّــامي هي اسـتاذي تعـلـّمنـي ليالـيهــا	فـلا خـيـــرٍ بإنـســــانٍ يـفــاد ولا بعــد فـادي,من هو فزاع,وانا ايامي هي استاذي تعلمني لياليها	فلا خير بانسان يفاد ولا بعد فادي
2616,190,من هو فزّاع,وزايـــد قـدوتي زايــــد، وزايـد من يزهـّـيها	بـلاده شـانهـا عـالـي بـإسـمــه دايـم تـشـادي,من هو فزاع,وزايد قدوتي زايد وزايد من يزهيها	بلاده شانها عالي باسمه دايم تشادي
2617,190,من هو فزّاع,وروحي محـمّــد المغـوار إبـن راشــد يغـذّيها	من اشعاره من افكاره بنـيت بْـمجده امـجادي,من هو فزاع,وروحي محمد المغوار ابن راشد يغذيها	من اشعاره من افكاره بنيت بمجده امجادي
2618,190,من هو فزّاع,مربنـّي على الجـود وْعلى المعروف واحميهـا	بـــلادي حـبي الأوّل ولا لـي غـيـرها بـــلادي,من هو فزاع,مربني على الجود وعلى المعروف واحميها	بلادي حبي الاول ولا لي غيرها بلادي
2619,191,من يحبك,من يحـبّـك كـثـر ما احـبّـك أنـا	ومن بحـبك حاول وياما اجتهـد,من يحبك,من يحبك كثر ما احبك انا	ومن بحبك حاول وياما اجتهد
2620,191,من يحبك,ومن فـ عينه شوفتـك كل المنى	لا ورب العـرش ما غـيـرك أبـد,من يحبك,ومن ف عينه شوفتك كل المنى	لا ورب العرش ما غيرك ابد
2621,191,من يحبك,انت شـوفي وانت عمري والهنا	ياجسـد بي روح ولروحي جسـد,من يحبك,انت شوفي وانت عمري والهنا	ياجسد بي روح ولروحي جسد
2622,191,من يحبك,وانت عيني وانت نوري والسنا	وانـتـه اسـبـابـي إذا حـبي خـمـد,من يحبك,وانت عيني وانت نوري والسنا	وانته اسبابي اذا حبي خمد
2623,191,من يحبك,وانت ميـعـادي وسهـدي والعـنا	وانت تعـذيـبي وصـبري والجلد,من يحبك,وانت ميعادي وسهدي والعنا	وانت تعذيبي وصبري والجلد
2624,191,من يحبك,وانت راحـاتي وروحي والظـنا	وانت الاوّل ..مابها قبـل و بعـد,من يحبك,وانت راحاتي وروحي والظنا	وانت الاول مابها قبل و بعد
2625,191,من يحبك,لـمّـنا جـو الـمـحـبـّـه و ضـمـّـنا	ومن بعـد قـربك أنا كيف ابتعـد,من يحبك,لمنا جو المحبه و ضمنا	ومن بعد قربك انا كيف ابتعد
2626,191,من يحبك,شـوف ما اكبر ياحبيبي عـشقـنا	فـاق كل العـشق وحـده وانفـرد,من يحبك,شوف ما اكبر ياحبيبي عشقنا	فاق كل العشق وحده وانفرد
2627,191,من يحبك,لـو يـوزّع عالـبـسـيـطـه حـبّـنا	ما بـقـى حــدٍّ بها يـكــره أحَـــد,من يحبك,لو يوزع عالبسيطه حبنا	ما بقى حد بها يكره احد
2628,192,ميلاد مجد,اليوم عيد .. اليوم أغلى من العـيد	اليـوم هـذا غـير عـن كـل الاعـيـاد,ميلاد مجد,اليوم عيد اليوم اغلى من العيد	اليوم هذا غير عن كل الاعياد
2629,192,ميلاد مجد,واللـيله احلى مـوعـدٍ فالـمـواعـيـد	تاريـخها يحـمل معـه عـيـد ميـلاد,ميلاد مجد,والليله احلى موعد فالمواعيد	تاريخها يحمل معه عيد ميلاد
2630,192,ميلاد مجد,ميـلاد كل الحـسن والـمجد والغـيد	الـزيــن فـيـها كـامــلٍ والـغـلا زاد,ميلاد مجد,ميلاد كل الحسن والمجد والغيد	الزين فيها كامل والغلا زاد
2631,192,ميلاد مجد,ميـلادها سـمّـوه شـيـخ الـموالـيد	الـمجـتمع يـفرح به جمـوع وافـراد,ميلاد مجد,ميلادها سموه شيخ المواليد	المجتمع يفرح به جموع وافراد
2632,192,ميلاد مجد,كـنـها غــزالٍ جـافـلٍ قـادة الصـيـد	كل الضـبا من خـلـفها جـات تـنقاد,ميلاد مجد,كنها غزال جافل قادة الصيد	كل الضبا من خلفها جات تنقاد
2633,192,ميلاد مجد,البحر يـحسدها على السير في البيد	شوف البحر من حسنها صار حسّاد,ميلاد مجد,البحر يحسدها على السير في البيد	شوف البحر من حسنها صار حساد
2634,192,ميلاد مجد,هي أغلى عـنقودٍ ما بين العـناقيد	بنت الشـيوخ اللي من امجاد لامجاد,ميلاد مجد,هي اغلى عنقود ما بين العناقيد	بنت الشيوخ اللي من امجاد لامجاد
2635,192,ميلاد مجد,الشـوق يحـضـنها مـن الأيـد للإيـد	مـتـسـيّـده ..لان الـسيـاده للاسـياد,ميلاد مجد,الشوق يحضنها من الايد للايد	متسيده لان السياده للاسياد
2636,192,ميلاد مجد,جـمالها يطغى على فـرحـة العـيد	ويـالـيـتـها بصـحّه لها دوم يـنـعـاد,ميلاد مجد,جمالها يطغى على فرحة العيد	وياليتها بصحه لها دوم ينعاد
2637,193,نبع المحبّه,يا كامـلٍ زينـك على كل مـزيـــون	أهـــواك والله يـا غـــزالٍ فـتـنـّي,نبع المحبه,يا كامل زينك على كل مزيون	اهواك والله يا غزال فتني
2638,193,نبع المحبّه,منـزلك داخـل في وسط لبّ لعـيون	وما كنت لحظه يالغلا بعيد عنـّي,نبع المحبه,منزلك داخل في وسط لب لعيون	وما كنت لحظه يالغلا بعيد عني
2639,193,نبع المحبّه,إن قـلت أحبّـك لا حـشا فيك مجنون	وان قلت بانسى خيّب الفكر ظنّي,نبع المحبه,ان قلت احبك لا حشا فيك مجنون	وان قلت بانسى خيب الفكر ظني
2640,193,نبع المحبّه,يا كـيف بانسى والعـقل فيك مفـتـون	وكـن المحـبّـه نـبـع منـّـك ومـنـّي,نبع المحبه,يا كيف بانسى والعقل فيك مفتون	وكن المحبه نبع منك ومني
2641,193,نبع المحبّه,يضج قلبي شوق في الصدر مكنون	ورياح حبّـك يا حبـيبي عْصـفنـّي,نبع المحبه,يضج قلبي شوق في الصدر مكنون	ورياح حبك يا حبيبي عصفني
2642,193,نبع المحبّه,ما اريـد بك حـدٍ ولو كان ما يكــون	إنتـه وبس انتـه ..حـيـاتـي وفـنـّي,نبع المحبه,ما اريد بك حد ولو كان ما يكون	انته وبس انته حياتي وفني
2643,193,نبع المحبّه,ان جيـتني أفـرح ولو كنت محـزون	وآشوف كوني بالفـرح لي يغـنـّي,نبع المحبه,ان جيتني افرح ولو كنت محزون	واشوف كوني بالفرح لي يغني
2644,193,نبع المحبّه,وان رحت عنّي ضاق بي واسع الكون	وتكـثـر هـمـومٍ فـالحـشا عـذبـنـّي,نبع المحبه,وان رحت عني ضاق بي واسع الكون	وتكثر هموم فالحشا عذبني
2645,194,نخوة قوافي,يا مسا السكـّر على الغصن الرطيب	يعِـل تـسـقي ديـرتـه وبـل الـسحـب,نخوة قوافي,يا مسا السكر على الغصن الرطيب	يعل تسقي ديرته وبل السحب
2646,194,نخوة قوافي,زارني والفـكر ساري سري ذيـب	قـلـت سـبـحان الـذي سـاق ووهـب,نخوة قوافي,زارني والفكر ساري سري ذيب	قلت سبحان الذي ساق ووهب
2647,194,نخوة قوافي,قـلت يالـيل اللـقا والـشـوق طـيـب	طيب لاصحاب الحسب واهل النسب,نخوة قوافي,قلت ياليل اللقا والشوق طيب	طيب لاصحاب الحسب واهل النسب
2648,194,نخوة قوافي,الـقـوافـي تـنـتخـيني قـبـل اثـيــب	وما على سنـّي من اشـعاري عـتب,نخوة قوافي,القوافي تنتخيني قبل اثيب	وما على سني من اشعاري عتب
2649,194,نخوة قوافي,إن بدعـت الشعر سنـّي ما يعـيب	من صغـر سنـّي وانا قـافـي عجـب,نخوة قوافي,ان بدعت الشعر سني ما يعيب	من صغر سني وانا قافي عجب
2650,194,نخوة قوافي,الـقـوافـي بـدعـها حـظ ونـصـيب	بس انا حظـّي على الـقاف انـتصب,نخوة قوافي,القوافي بدعها حظ ونصيب	بس انا حظي على القاف انتصب
2651,194,نخوة قوافي,إن صعب قافي ترى فالي يطيب	مطـلب افكاري هو الـقاف الصعـب,نخوة قوافي,ان صعب قافي ترى فالي يطيب	مطلب افكاري هو القاف الصعب
2652,194,نخوة قوافي,دامني في صغر سنّي قبل اشيب	أمـلـي الـدنـيـا زغـاريـد و طـــرب,نخوة قوافي,دامني في صغر سني قبل اشيب	املي الدنيا زغاريد و طرب
2653,194,نخوة قوافي,ما علـيّـه لو غـدى شـكٍ وريــب	وش على الصادق إذا الحاسد كذب,نخوة قوافي,ما عليه لو غدى شك وريب	وش على الصادق اذا الحاسد كذب
2654,194,نخوة قوافي,دام فعـله دون قولي ما يصـيـب	كـيـف لو فـعـلي عـلى قـوله وثـب,نخوة قوافي,دام فعله دون قولي ما يصيب	كيف لو فعلي على قوله وثب
2655,194,نخوة قوافي,ظنّ بي ظنّ الحسود المستغـيب	وابتـلـيـتـه بـلـوة الـسـيـف الحَــدَب,نخوة قوافي,ظن بي ظن الحسود المستغيب	وابتليته بلوة السيف الحدب
2656,194,نخوة قوافي,قمت اجيب اللي عجز عنّه يجيب	ما قدر يكشف عن عروق الذهب,نخوة قوافي,قمت اجيب اللي عجز عنه يجيب	ما قدر يكشف عن عروق الذهب
2657,194,نخوة قوافي,كيف الوم اللي نظر عينه عطيب	ما يـمـيـّــز بيـن زرفــال وخـبـب,نخوة قوافي,كيف الوم اللي نظر عينه عطيب	ما يميز بين زرفال وخبب
2658,194,نخوة قوافي,الـمعاني بـدع فـكـري واللـبيـب	يـدري ان الـراس ما يتـبـع ذنـَب,نخوة قوافي,المعاني بدع فكري واللبيب	يدري ان الراس ما يتبع ذنب
2659,194,نخوة قوافي,الشعـر ماهـوب لامـثالي غريب	لانـي بحـاجـة من احـتـاج وكـتب,نخوة قوافي,الشعر ماهوب لامثالي غريب	لاني بحاجة من احتاج وكتب
2660,194,نخوة قوافي,وارثـنـّه هـوب في حاجة نسيب	الضعـيف اللي إذا احـتاج انتـسب,نخوة قوافي,وارثنه هوب في حاجة نسيب	الضعيف اللي اذا احتاج انتسب
2661,194,نخوة قوافي,وانت يابو نصّ ظن ونصّ عيب	لا تـسال الـكـرْم عن لـون العـنـب,نخوة قوافي,وانت يابو نص ظن ونص عيب	لا تسال الكرم عن لون العنب
2662,194,نخوة قوافي,لا تسال الشط عن موج الغـبيب	البحـر مايـرحـم صـغار الخـشـب,نخوة قوافي,لا تسال الشط عن موج الغبيب	البحر مايرحم صغار الخشب
2663,194,نخوة قوافي,والعـرب ما تـفخـر الاّ بالنجـيب	واشهـد انـّي عـندهـم عِـزّ الـطـلب,نخوة قوافي,والعرب ما تفخر الا بالنجيب	واشهد اني عندهم عز الطلب
2664,194,نخوة قوافي,وانت يالمحـبوب لك ربّ ٍ حسيب	لا يـغــرّك مـن تـبـاعـد واقـتــرب,نخوة قوافي,وانت يالمحبوب لك رب حسيب	لا يغرك من تباعد واقترب
2665,194,نخوة قوافي,وانت لو تخطي على قلبي مصيب	صـابـني من بيّـة عـيـونـك هــدب,نخوة قوافي,وانت لو تخطي على قلبي مصيب	صابني من بية عيونك هدب
2666,194,نخوة قوافي,إن رماني رمش عينك يالحـبيب	جـرحـك علاجـي وانا ادوّر سـبب,نخوة قوافي,ان رماني رمش عينك يالحبيب	جرحك علاجي وانا ادور سبب
2667,194,نخوة قوافي,إسأل مْجـرّب ولا تسأل طـبـيـب	العـرب ما تـفـخـر الاّ بالـعـَــــرب,نخوة قوافي,اسال مجرب ولا تسال طبيب	العرب ما تفخر الا بالعرب
2668,195,ندى الريحان,يوم اقبلت تخطب ندى الريحان لطف وخفـّه	ما كنـّها الاّ الصبح يوم اقبل يجرّ اقـدامه,ندى الريحان,يوم اقبلت تخطب ندى الريحان لطف وخفه	ما كنها الا الصبح يوم اقبل يجر اقدامه
2669,195,ندى الريحان,تحـفة حسن من حولها غـيمة غلا ملـتـفـّـه	كل الحلا محبوس بين اقدامها والهامه,ندى الريحان,تحفة حسن من حولها غيمة غلا ملتفه	كل الحلا محبوس بين اقدامها والهامه
2670,195,ندى الريحان,كن الـثغـر منها نهـر والا الشـفايف ضفـّه	ما شفت في عمري نهر له ضفّةٍ بسّامه,ندى الريحان,كن الثغر منها نهر والا الشفايف ضفه	ما شفت في عمري نهر له ضفة بسامه
2671,195,ندى الريحان,يحتار فيها من نظر لو هو صدق في وصفه	ويكذّبه لي ما نظر واللي نظر ما لامه,ندى الريحان,يحتار فيها من نظر لو هو صدق في وصفه	ويكذبه لي ما نظر واللي نظر ما لامه
2672,195,ندى الريحان,تحفة حسن لاقت بعـين اللي يعرف التحفه	ويسوم عمره لاجلها لولا الغلا ما سامه,ندى الريحان,تحفة حسن لاقت بعين اللي يعرف التحفه	ويسوم عمره لاجلها لولا الغلا ما سامه
2673,195,ندى الريحان,بعض الصدف فيها حلا يا ما حلا هالصدفه	وشلون ما يرتاح لي صادف فتاة احلامه,ندى الريحان,بعض الصدف فيها حلا يا ما حلا هالصدفه	وشلون ما يرتاح لي صادف فتاة احلامه
2674,195,ندى الريحان,ويـزفـّـها بايـقــاع هــادي للـحـنايـا زفـّـه	ويعيش معها ما بقى له من جميل ايّامه,ندى الريحان,ويزفها بايقاع هادي للحنايا زفه	ويعيش معها ما بقى له من جميل ايامه
2675,195,ندى الريحان,ويعـاتـب اوّل سـينها لانـّه تـصدّر حرفه	مع ان اوّل إسـمها سـينـه تصـدّر لامه,ندى الريحان,ويعاتب اول سينها لانه تصدر حرفه	مع ان اول اسمها سينه تصدر لامه
2676,196,هذا الشبل من ذاك الأسد,طـيّـبت فـال الفـوز يا طيّـب الفـال	يا ( راشد المكـتوم ) ما فـيك حـيله,هذا الشبل من ذاك الاسد,طيبت فال الفوز يا طيب الفال	يا راشد المكتوم ما فيك حيله
2677,196,هذا الشبل من ذاك الأسد,الفـوز بـك ياعـالي الـشـان يخـتال	والفـوز يرغـب كل راعي طويـله,هذا الشبل من ذاك الاسد,الفوز بك ياعالي الشان يختال	والفوز يرغب كل راعي طويله
2678,196,هذا الشبل من ذاك الأسد,مبروك ما دنّت لك مزون الاقـوال	ومبروك ما غِظْت بْمزونك مخيله,هذا الشبل من ذاك الاسد,مبروك ما دنت لك مزون الاقوال	ومبروك ما غظت بمزونك مخيله
2679,196,هذا الشبل من ذاك الأسد,يا زاكـي الجَـدّيـن من عَـمّ وْ خَـال	يا بـدرنا اللي في الدجى نستخـيله,هذا الشبل من ذاك الاسد,يا زاكي الجدين من عم و خال	يا بدرنا اللي في الدجى نستخيله
2680,196,هذا الشبل من ذاك الأسد,يـفـداك عَـزم اللي تـمـنـّى ولا نـال	يا شـوق ربّـات العـيـون الكحـيله,هذا الشبل من ذاك الاسد,يفداك عزم اللي تمنى ولا نال	يا شوق ربات العيون الكحيله
2681,196,هذا الشبل من ذاك الأسد,لك مجد قبل .. وْمجد حاضر ولازال	وامجاد لك في المقـبلات الجزيله,هذا الشبل من ذاك الاسد,لك مجد قبل ومجد حاضر ولازال	وامجاد لك في المقبلات الجزيله
2682,196,هذا الشبل من ذاك الأسد,يا(راشد) اتْعَبْت المدى والمدى طال	واللي تِبَعْـك أتْعَـبْت عَزمه وخيله,هذا الشبل من ذاك الاسد,ياراشد اتعبت المدى والمدى طال	واللي تبعك اتعبت عزمه وخيله
2683,196,هذا الشبل من ذاك الأسد,كم سقـت خيلك بين رمله وْمِـْسـيَال	وشَــيَّـلـتها بالحـزم ما لا تـشـيـله,هذا الشبل من ذاك الاسد,كم سقت خيلك بين رمله ومسيال	وشيلتها بالحزم ما لا تشيله
2684,196,هذا الشبل من ذاك الأسد,يا شبـل من تـفـخر بطاريه الاشـبال	شـبل الأسـد لي ما يِحَفْل الهزيله,هذا الشبل من ذاك الاسد,يا شبل من تفخر بطاريه الاشبال	شبل الاسد لي ما يحفل الهزيله
2685,196,هذا الشبل من ذاك الأسد,هذاك لي تضرب به الناس الامثال	سهـل الـتمثـِّـل به ويصعب مثـيله,هذا الشبل من ذاك الاسد,هذاك لي تضرب به الناس الامثال	سهل التمثل به ويصعب مثيله
2686,196,هذا الشبل من ذاك الأسد,فـارس يِهـزّ بْهـيـبـته ألـف خَـيّـال	ظاري على حمل الحمول الثقـيله,هذا الشبل من ذاك الاسد,فارس يهز بهيبته الف خيال	ظاري على حمل الحمول الثقيله
2687,196,هذا الشبل من ذاك الأسد,يـدهـل بغـايـاتـه على كـل مـدهـال	دون المـعـالي ما تــردّه عضيلـه,هذا الشبل من ذاك الاسد,يدهل بغاياته على كل مدهال	دون المعالي ما ترده عضيله
2688,196,هذا الشبل من ذاك الأسد,وانته على درب العـلا قايـد أبطال	والشبل من ذاك الأسد له حصيله,هذا الشبل من ذاك الاسد,وانته على درب العلا قايد ابطال	والشبل من ذاك الاسد له حصيله
2689,196,هذا الشبل من ذاك الأسد,أشْهَـد شهـادة حَـق والحـق ينـقال	إنـّك على الطـولات ما فـيك حيله,هذا الشبل من ذاك الاسد,اشهد شهادة حق والحق ينقال	انك على الطولات ما فيك حيله
2690,197,هذي طبوعي,لابـد بالـكامـل يجي فـيه نـقـصان	يالـيـتها بالـجـوع .. باسـدّ جـوعـي,هذي طبوعي,لابد بالكامل يجي فيه نقصان	ياليتها بالجوع باسد جوعي
2691,197,هذي طبوعي,لكـنـّها كـضـّه و فــرّه و مـيـــدان	وانا لـيا قـدّمـت يـصعـب رجـوعي,هذي طبوعي,لكنها كضه و فره و ميدان	وانا ليا قدمت يصعب رجوعي
2692,197,هذي طبوعي,والكـلمه اللي من قـناعات وايـمان	يصبح بها لساني وتصغي سموعي,هذي طبوعي,والكلمه اللي من قناعات وايمان	يصبح بها لساني وتصغي سموعي
